code	product_ean	store_name	location
UA	2400671744100	Kherson	Europe/Kiev
PH	8572012030235	Guyong	Asia/Manila
TR	5334150769889	Silvan	Europe/Istanbul
NL	1533905302713	Tongelre	Europe/Amsterdam
MW	9275182332091	Salima	Africa/Blantyre
IT	7626874900357	Montecchio Maggiore-Alte Ceccato	Europe/Rome
US	2660951190182	Bridgeport	America/New_York
ID	5440631022746	Cibinong	Asia/Jakarta
US	6452018181129	Tyler	America/Chicago
MQ	5234072256842	Le Robert	America/Martinique
BR	5843438602331	Altamira	America/Santarem
US	9224948262301	Lower West Side	America/Chicago
IN	8382216610047	Srinagar	Asia/Kolkata
IT	7046824033209	Ventimiglia	Europe/Rome
PK	8210178314201	Sillanwali	Asia/Karachi
ZA	8714932930275	Mokopane	Africa/Johannesburg
DZ	9500896694198	Messaad	Africa/Algiers
US	4723637294081	Beaumont	America/Los_Angeles
MY	8545343435673	Ulu Tiram	Asia/Kuala_Lumpur
GB	5334921591114	Surbiton	Europe/London
DE	4826638006179	Stade	Europe/Berlin
PK	0466916802815	Kot Addu	Asia/Karachi
CF	8578052159844	Carnot	Africa/Bangui
DE	3531118947361	Zeitz	Europe/Berlin
NG	6916510841207	Kafanchan	Africa/Lagos
BR	7696012072109	Itaperuna	America/Sao_Paulo
IT	3449792009421	Chiavari	Europe/Rome
IN	0970519754483	Gariadhar	Asia/Kolkata
AZ	0662696433601	Qazax	Asia/Baku
US	8396979416471	Nampa	America/Boise
GB	0942635077036	Penzance	Europe/London
SK	7827405577097	Skalica	Europe/Bratislava
ET	9845136309723	Debre Tabor	Africa/Addis_Ababa
IT	6763618696204	Sassari	Europe/Rome
CD	1772215826070	Yangambi	Africa/Lubumbashi
RU	0861840828694	Dyat’kovo	Europe/Moscow
RU	3204658251433	Nizhniy Lomov	Europe/Moscow
PK	5913563345905	Sillanwali	Asia/Karachi
US	5584070385373	Santa Maria	America/Los_Angeles
PT	9420484148585	Albufeira	Europe/Lisbon
PT	3900131531862	Albufeira	Europe/Lisbon
US	3617949273487	Huntley	America/Chicago
NG	5948776597872	Olupona	Africa/Lagos
NG	3429608268518	Nkpor	Africa/Lagos
FI	9795952986526	Kallio	Europe/Helsinki
KH	8406189010762	Paoy Paet	Asia/Phnom_Penh
IN	1720208276548	Supaul	Asia/Kolkata
BE	6923203550469	Gembloux	Europe/Brussels
ID	3568854778829	Kudus	Asia/Jakarta
US	8704036850111	Far Rockaway	America/New_York
CN	4841005277570	Licheng	Asia/Shanghai
CN	8985760967737	Dongfeng	Asia/Shanghai
CN	4448559011140	Yingkou	Asia/Shanghai
AT	8842443272932	Sankt Peter	Europe/Vienna
CU	5517681750735	Media Luna	America/Havana
FR	9431209697745	Dax	Europe/Paris
GB	9685496339493	Cowes	Europe/London
US	5458153701421	Hutchinson	America/Chicago
MG	9673661287519	Sakaraha	Indian/Antananarivo
GB	0213270719293	Clacton-on-Sea	Europe/London
IN	5504942241286	Chamba	Asia/Kolkata
CN	1455022952230	Zhoushan	Asia/Shanghai
IT	0988109322745	Ragusa	Europe/Rome
SE	0676956535202	Boo	Europe/Stockholm
BR	8585297876856	Carlos Barbosa	America/Sao_Paulo
US	6530966040634	American Canyon	America/Los_Angeles
US	9664666125258	Middletown	America/New_York
KR	7024181936128	Goyang-si	Asia/Seoul
GB	3345894196598	Clacton-on-Sea	Europe/London
JP	8351843663801	Iwade	Asia/Tokyo
TN	5300953071771	Beni Khiar	Africa/Tunis
IT	7557087227194	Montecchio Maggiore-Alte Ceccato	Europe/Rome
US	8832067032753	Keizer	America/Los_Angeles
US	9812427410048	Keizer	America/Los_Angeles
CA	8795849127712	Markham	America/Toronto
US	1036475205939	Greenpoint	America/New_York
ES	1285324086650	Leioa	Europe/Madrid
PE	6757753214898	Yunguyo	America/Lima
US	7698599182325	San Gabriel	America/Los_Angeles
US	3693586817956	Brentwood Estates	America/Chicago
UA	9910467958480	Hlukhiv	Europe/Kiev
CN	2509220668130	Guli	Asia/Shanghai
PK	7268046612523	Fazilpur	Asia/Karachi
KZ	0089238739975	Shalqar	Asia/Aqtobe
RU	5413808428399	Sharypovo	Asia/Krasnoyarsk
IT	6907244764788	Sassari	Europe/Rome
US	0153952563731	Far Rockaway	America/New_York
IT	2946856576659	Villabate	Europe/Rome
DE	8168606904541	Landshut	Europe/Berlin
HT	7445856330537	Croix-des-Bouquets	America/Port-au-Prince
FR	9818413976055	Marly-le-Roi	Europe/Paris
PT	1178049996550	Albufeira	Europe/Lisbon
IN	2572096878675	Dalsingh Sarai	Asia/Kolkata
AO	7542601948822	Luena	Africa/Luanda
SO	1438062077101	Baki	Africa/Mogadishu
CN	2437933162105	Zhoucun	Asia/Shanghai
MX	5938837738924	Oaxaca	America/Mexico_City
RU	1789759990945	Oktyabr’skiy	Asia/Yekaterinburg
PK	9947814814830	Sillanwali	Asia/Karachi
US	7384278269851	South Lawndale	America/Chicago
CN	6178779619359	Changshu City	Asia/Shanghai
CD	6571420653779	Beni	Africa/Lubumbashi
PG	9293010326500	Mount Hagen	Pacific/Port_Moresby
US	5897919764070	Saratoga Springs	America/Denver
RU	2198227215579	Aykhal	Asia/Yakutsk
IT	7811995088712	Falconara Marittima	Europe/Rome
NL	9244070582054	Emmeloord	Europe/Amsterdam
US	3411605050463	Palm Desert	America/Los_Angeles
MK	7132105061570	Saraj	Europe/Skopje
US	0936903468367	Taunton	America/New_York
IN	6339594829761	Alwaye	Asia/Kolkata
DE	4643568624170	Radevormwald	Europe/Berlin
HT	7776825105482	Thomazeau	America/Port-au-Prince
SE	8214978073634	Hudiksvall	Europe/Stockholm
AR	7049561015255	Rafaela	America/Argentina/Cordoba
CN	1259415584431	Shuangcheng	Asia/Shanghai
NL	4930099153478	Tongelre	Europe/Amsterdam
US	6056724940980	Tyler	America/Chicago
GB	5403584811737	Aberdeen	Europe/London
HK	9010168350986	Tsuen Wan	Asia/Hong_Kong
JP	1450457090694	Toyokawa	Asia/Tokyo
CN	6465083346423	Yanliang	Asia/Shanghai
LT	8627334095131	Ukmerge	Europe/Vilnius
UA	2940685078476	Nova Kakhovka	Europe/Kiev
PK	0889685734178	Qadirpur Ran	Asia/Karachi
CA	4639821136436	Sherwood Park	America/Edmonton
JM	7924797929098	New Kingston	America/Jamaica
CN	9788226297480	Zhoucun	Asia/Shanghai
RU	7861806215790	Stupino	Europe/Moscow
IN	9485443274569	Gingee	Asia/Kolkata
NI	3087061723984	Somoto	America/Managua
AU	2885821164135	Perth	Australia/Perth
RU	0628174232524	Alatyr’	Europe/Moscow
IN	8727207345629	Kenda	Asia/Kolkata
CO	4351761079719	Puerto Colombia	America/Bogota
TH	8025300376541	Bua Yai	Asia/Bangkok
TR	6269381291665	Edremit	Europe/Istanbul
PR	6013318446693	Aguadilla	America/Puerto_Rico
UZ	8673585296490	Parkent	Asia/Tashkent
BR	8573993448989	Rio Real	America/Bahia
US	7364311354256	Hutchinson	America/Chicago
PA	2797216728504	Veracruz	America/Panama
US	1987929369144	Crystal Lake	America/Chicago
US	5180387546027	New City	America/Chicago
BR	5986985382278	Itacoatiara	America/Manaus
AO	2034836287517	Luena	Africa/Luanda
CO	6832448327432	Socorro	America/Bogota
RU	4829489411567	Stupino	Europe/Moscow
IE	5009198899262	Athlone	Europe/Dublin
AU	9961702510215	Frankston South	Australia/Melbourne
ET	3387014940568	Debre Tabor	Africa/Addis_Ababa
RU	9597702597248	Naro-Fominsk	Europe/Moscow
BR	4585723057884	Palmeira	America/Sao_Paulo
RS	6049116639449	Negotin	Europe/Belgrade
CN	1726118518501	Licheng	Asia/Shanghai
PK	4843568509631	Khairpur Mir’s	Asia/Karachi
VE	7800556560545	La Victoria	America/Caracas
PH	8070305072936	Sorsogon	Asia/Manila
RU	8097838051979	Novosilikatnyy	Asia/Barnaul
PH	9364581953867	Masbate	Asia/Manila
SO	7441826426026	Baki	Africa/Mogadishu
US	6433722114641	Pottstown	America/New_York
DZ	4211314342557	El Achir	Africa/Algiers
UZ	6709483332748	Jizzax	Asia/Samarkand
GE	2209836450425	Kobuleti	Asia/Tbilisi
PL	0520898457965	Zgorzelec	Europe/Warsaw
UA	2400682966096	Krasyliv	Europe/Kiev
CN	5261776223344	Hengshui	Asia/Shanghai
IN	4667368071804	Kangayam	Asia/Kolkata
RU	4639460152668	Naro-Fominsk	Europe/Moscow
DE	6862356224141	Korschenbroich	Europe/Berlin
US	7333545837668	Chillum	America/New_York
US	0114366088784	Carlsbad	America/Denver
US	1185850403238	Fayetteville	America/New_York
IN	0312282106081	Moga	Asia/Kolkata
MN	7696482556567	Ulan Bator	Asia/Ulaanbaatar
ID	5506707872230	Simpang	Asia/Jakarta
GH	6435055372736	Mampong	Africa/Accra
FR	9859682079108	Ajaccio	Europe/Paris
TZ	6078897695245	Same	Africa/Dar_es_Salaam
CL	2161681536566	San Bernardo	America/Santiago
IT	0650967503207	Villabate	Europe/Rome
MY	7226256088675	Kampung Ayer Molek	Asia/Kuala_Lumpur
PH	0893893641234	Jagna	Asia/Manila
RU	4153055254075	Lesozavodsk	Asia/Vladivostok
US	0143469211294	Keizer	America/Los_Angeles
ME	1673862253489	Budva	Europe/Podgorica
IN	6018736971802	Udumalaippettai	Asia/Kolkata
PL	5061179875481	Reda	Europe/Warsaw
NL	0786554483741	Oldenzaal	Europe/Amsterdam
GB	5156296601195	Viewpark	Europe/London
US	7539059122607	Abilene	America/Chicago
RU	2394736311164	Ulan-Ude	Asia/Irkutsk
PH	5099483617169	Recodo	Asia/Manila
US	7680031357965	Grand Forks	America/Chicago
BR	5150755272674	Itaperuna	America/Sao_Paulo
IN	4016890822772	Davangere	Asia/Kolkata
RU	4772069986477	Kovylkino	Europe/Moscow
US	0081263944409	Lebanon	America/New_York
DE	5898841065044	Wittenau	Europe/Berlin
TJ	6635569806790	Vahdat	Asia/Dushanbe
IT	3297418465188	Sassari	Europe/Rome
IR	6929041406753	Isfahan	Asia/Tehran
IT	7387248223495	Bisceglie	Europe/Rome
IN	5961238086639	Udumalaippettai	Asia/Kolkata
CD	0688607369319	Beni	Africa/Lubumbashi
US	1910692772637	Sunnyside	America/Los_Angeles
US	1513339408045	Pleasant Prairie	America/Chicago
TW	2839462339124	Magong	Asia/Taipei
US	6969826433864	Aloha	America/Los_Angeles
MM	2818344636667	Myawadi	Asia/Yangon
FR	3202099422672	Niort	Europe/Paris
DE	4261535907530	Wesseling	Europe/Berlin
IN	4288707055790	Uran	Asia/Kolkata
TW	7976585392836	Magong	Asia/Taipei
US	6846923932066	Nampa	America/Boise
IN	7736993032874	Malaut	Asia/Kolkata
PE	2529276543700	Yunguyo	America/Lima
CA	2469567284908	Norfolk County	America/Toronto
UZ	3018494734193	Jizzax	Asia/Samarkand
US	7356950401323	Hutchinson	America/Chicago
CN	3795607142068	Shuangcheng	Asia/Shanghai
RU	9471959307280	Bogoroditsk	Europe/Moscow
US	5540165643438	Greenville	America/Chicago
PG	9951299429427	Mount Hagen	Pacific/Port_Moresby
US	3031950233290	Muskogee	America/Chicago
CA	9166882682183	Norfolk County	America/Toronto
BE	7913227639805	Rixensart	Europe/Brussels
CN	2435721952396	Hengshui	Asia/Shanghai
NG	3744328310898	Biu	Africa/Lagos
DE	0652537767859	Rudolstadt	Europe/Berlin
DE	3530410343703	Landshut	Europe/Berlin
UA	8450822996333	Hlukhiv	Europe/Kiev
AU	5513050762002	Willetton	Australia/Perth
GB	0486771426087	Rhosllanerchrugog	Europe/London
US	7406056625519	Shreveport	America/Chicago
US	0993857405978	Belle Glade	America/New_York
US	2547657222204	San Gabriel	America/Los_Angeles
IN	4932077359780	Teghra	Asia/Kolkata
JP	5101563716775	Sasayama	Asia/Tokyo
MN	1251437855797	Ulan Bator	Asia/Ulaanbaatar
ES	2649222712421	Villaquilambre	Europe/Madrid
US	5101908709998	Bridgeport	America/New_York
CZ	7265375964446	Most	Europe/Prague
CN	2513777223483	Pingyi	Asia/Shanghai
DE	1300872176476	Karben	Europe/Berlin
ES	4050460628265	Cardedeu	Europe/Madrid
NG	7133614092420	Ilesa	Africa/Lagos
GB	6513920485382	Clacton-on-Sea	Europe/London
ES	1909759374808	Baza	Europe/Madrid
ET	4723770248385	Debre Tabor	Africa/Addis_Ababa
US	1886624548482	Lower West Side	America/Chicago
CN	3331440168577	Yingkou	Asia/Shanghai
JP	1166891396482	Nayoro	Asia/Tokyo
PH	7138590440142	Sorsogon	Asia/Manila
IN	0019948396571	Amreli	Asia/Kolkata
GB	7976805413952	Inverness	Europe/London
RU	4526434473662	Nikolayevsk-on-Amure	Asia/Vladivostok
US	6243488969108	Thomasville	America/New_York
IN	4340208032400	Dalsingh Sarai	Asia/Kolkata
ES	9694394807362	San Fernando de Henares	Europe/Madrid
MX	4634449583860	Santa Rosa Jauregui	America/Mexico_City
MZ	3742646994219	Maxixe	Africa/Maputo
NG	9269037062516	Gaya	Africa/Lagos
US	6984646123511	Estelle	America/Chicago
MG	1419931880749	Ambatondrazaka	Indian/Antananarivo
NL	0027971712145	Oldenzaal	Europe/Amsterdam
SA	4222060665982	Al Jubayl	Asia/Riyadh
IT	9034478275579	Ventimiglia	Europe/Rome
NI	1765143825697	Jinotepe	America/Managua
SY	9362923072030	Binnish	Asia/Damascus
ID	0724694050089	Balikpapan	Asia/Makassar
ES	2292202867132	Tudela	Europe/Madrid
GB	7742769035093	Clacton-on-Sea	Europe/London
ET	5605257239699	Arba Minch	Africa/Addis_Ababa
IT	1127716150597	Ariccia	Europe/Rome
DE	3704632964200	Marburg an der Lahn	Europe/Berlin
US	7898302344389	Keizer	America/Los_Angeles
IR	3519277301460	Shahre Jadide Andisheh	Asia/Tehran
AR	1367969893760	Tandil	America/Argentina/Buenos_Aires
PH	1410300194597	Santa Catalina	Asia/Manila
TW	3481485578272	Magong	Asia/Taipei
FR	2512437124641	Saint-Omer	Europe/Paris
ZA	0576616973507	Standerton	Africa/Johannesburg
ES	5593197435977	Maspalomas	Atlantic/Canary
FR	4853624211859	Les Olives	Europe/Paris
GB	8081182798024	Belper	Europe/London
ES	4919335491109	Talavera de la Reina	Europe/Madrid
FI	2950331165795	Kallio	Europe/Helsinki
DZ	8320809412845	Cheraga	Africa/Algiers
GB	9871026270934	Kingston upon Hull	Europe/London
PL	4251195712223	Strzelce Opolskie	Europe/Warsaw
TJ	0295830536083	Vahdat	Asia/Dushanbe
GH	2785369735630	Bibiani	Africa/Accra
NE	7226576326051	Mirriah	Africa/Niamey
FR	8174640453426	Elbeuf	Europe/Paris
CN	7937689762307	Pucheng	Asia/Shanghai
DE	0575680926761	Wesseling	Europe/Berlin
TR	1796168789329	Yakuplu	Europe/Istanbul
EC	7382934787459	Milagro	America/Guayaquil
FR	8106481307514	Montpellier	Europe/Paris
PK	4973136682630	Larkana	Asia/Karachi
US	2063342375913	Chillum	America/New_York
AR	6308523125489	Esperanza	America/Argentina/Cordoba
US	1753731919262	Gainesville	America/New_York
TZ	0529674987467	Iringa	Africa/Dar_es_Salaam
US	7148647524718	Palm Desert	America/Los_Angeles
ID	4045683229108	Kediri	Asia/Jakarta
IN	3916402529810	Patti	Asia/Kolkata
VE	1937681390238	Tinaquillo	America/Caracas
IN	2140187855852	Barbil	Asia/Kolkata
CH	3462560986403	Onex	Europe/Zurich
BY	1801417141466	Dobrush	Europe/Minsk
US	1871828546679	New Canaan	America/New_York
FR	9419688262913	Les Olives	Europe/Paris
ES	4119144773636	Caravaca	Europe/Madrid
US	0258088364679	Tupelo	America/Chicago
PE	0463742864338	Minas de Marcona	America/Lima
BR	7998077600939	Porto Velho	America/Porto_Velho
CN	6355508258977	Yanliang	Asia/Shanghai
ES	4887396903339	Las Gabias	Europe/Madrid
ET	1682157658663	Debre Tabor	Africa/Addis_Ababa
BR	6505417594110	Caldas Novas	America/Sao_Paulo
CA	8322512781157	Norfolk County	America/Toronto
FR	8628850835898	Fontenay-aux-Roses	Europe/Paris
LY	7462506130125	Ajdabiya	Africa/Tripoli
US	6902806889565	Rosemount	America/Chicago
IT	6813770016706	Misterbianco	Europe/Rome
FR	1990774345645	Saint-Genis-Laval	Europe/Paris
RU	5403194690173	Kovylkino	Europe/Moscow
TR	7718254726982	Silvan	Europe/Istanbul
PL	8192610837335	Reda	Europe/Warsaw
US	4818095315918	Bothell	America/Los_Angeles
UG	8675526873890	Paidha	Africa/Kampala
US	8920693167441	South Whittier	America/Los_Angeles
TN	8763854703610	Msaken	Africa/Tunis
US	6559392975686	Opportunity	America/Los_Angeles
US	9498272839885	Camarillo	America/Los_Angeles
TZ	5554528606435	Kidodi	Africa/Dar_es_Salaam
US	0779318664388	Bourbonnais	America/Chicago
IN	2236168155919	Adra	Asia/Kolkata
PK	2964869314891	Kot Addu	Asia/Karachi
MX	2747566123573	Progreso	America/Merida
IN	7305471957116	Elamanchili	Asia/Kolkata
US	2982600992719	South Whittier	America/Los_Angeles
TH	4574079085863	Thap Than	Asia/Bangkok
TZ	4944828765726	Magomeni	Africa/Dar_es_Salaam
CN	7157631874999	Changshu City	Asia/Shanghai
CN	2220181474331	Hushitai	Asia/Shanghai
RU	7437388510488	Valday	Europe/Moscow
CN	8938511871500	Jiangyan	Asia/Shanghai
MA	2297009256417	Azrou	Africa/Casablanca
US	4495139895904	Deltona	America/New_York
DE	7206358816161	Burscheid	Europe/Berlin
ES	0658820968170	Leioa	Europe/Madrid
IN	0682521621096	Madhipura	Asia/Kolkata
US	4816455145755	Nutley	America/New_York
MK	3191350949594	Bogovinje	Europe/Skopje
VE	1025085284489	La Victoria	America/Caracas
BW	7583017322424	Tonota	Africa/Gaborone
RW	1087226811985	Rwamagana	Africa/Kigali
CO	3273471956184	Buenaventura	America/Bogota
CN	1690935596779	Changzhi	Asia/Shanghai
PK	7890842497310	Tharu Shah	Asia/Karachi
AU	4339438716488	Strathfield	Australia/Sydney
IT	7875928950002	Chiavari	Europe/Rome
NA	0678770660610	Okahandja	Africa/Windhoek
SK	3483738163228	Skalica	Europe/Bratislava
CN	1908307165370	Zhoushan	Asia/Shanghai
RU	6034888513646	Novosilikatnyy	Asia/Barnaul
MX	2405939045692	Jocotepec	America/Mexico_City
IN	2355883195892	Periyakulam	Asia/Kolkata
IN	5955908011168	Udumalaippettai	Asia/Kolkata
GB	6276207320409	Walton-on-the-Naze	Europe/London
JP	7158330681420	Hita	Asia/Tokyo
US	3083362574553	Bothell West	America/Los_Angeles
US	9931286997108	Pottstown	America/New_York
DZ	4356505457136	Bordj Zemoura	Africa/Algiers
PK	3261055290687	Naushahra Virkan	Asia/Karachi
CN	8959726890865	Boli	Asia/Shanghai
DE	2676079222902	Aschaffenburg	Europe/Berlin
DE	1902167717809	Dahlem	Europe/Berlin
IN	5288270920173	Sirsi	Asia/Kolkata
DE	7784817741365	Oberhausen	Europe/Berlin
PK	4085543298363	Alipur	Asia/Karachi
DE	5825022682851	Finnentrop	Europe/Berlin
TT	0912026336929	Port of Spain	America/Port_of_Spain
CL	8736839784225	La Ligua	America/Santiago
US	6315766123882	Brighton Beach	America/New_York
NL	2160914527296	Tongelre	Europe/Amsterdam
IT	9428845810324	Francavilla Fontana	Europe/Rome
TR	5352084468944	Serinhisar	Europe/Istanbul
NG	4921812615274	Igbara-Odo	Africa/Lagos
CA	8522363678563	Sydney	America/Glace_Bay
CN	9235920156754	Guli	Asia/Shanghai
PK	3432105883061	Sangla Hill	Asia/Karachi
MX	9493295931226	Paracho de Verduzco	America/Mexico_City
RU	3313653208257	Privolzhskiy	Europe/Saratov
CN	1605270623226	Dongdu	Asia/Shanghai
CA	6382605498395	Dorval	America/Toronto
IN	5346325830386	Robertsonpet	Asia/Kolkata
US	0583356952488	Ken Caryl	America/Denver
US	5136278618717	Gainesville	America/New_York
RU	0417502060089	Likhobory	Europe/Moscow
US	3050449860830	Sterling	America/New_York
GB	4054270698326	Newbury	Europe/London
FR	8606209012190	Bobigny	Europe/Paris
IN	3848862406694	Kenda	Asia/Kolkata
IN	7361265332286	Tiruppuvanam	Asia/Kolkata
PK	3543659697902	Sangla Hill	Asia/Karachi
UA	2729956641904	Hlukhiv	Europe/Kiev
CZ	2351616555933	Karlovy Vary	Europe/Prague
TH	1700928424757	Tak Bai	Asia/Bangkok
NL	0758889443400	Oldenzaal	Europe/Amsterdam
US	3056966825086	Canton	America/Detroit
US	0771760849917	Deltona	America/New_York
RU	2384652078517	Mikhaylovka	Europe/Volgograd
US	3461669152122	Waverly	America/Detroit
BE	7062829920849	Beveren	Europe/Brussels
KZ	5435512954261	Kyzylorda	Asia/Qyzylorda
BR	7112249979559	Muritiba	America/Bahia
AU	1815893167346	Wheelers Hill	Australia/Melbourne
CD	9573409720424	Yangambi	Africa/Lubumbashi
GH	2236011610565	Mampong	Africa/Accra
ES	9399948083215	Baza	Europe/Madrid
US	7993464062161	Lower West Side	America/Chicago
PL	1742144384354	Strzelce Opolskie	Europe/Warsaw
US	9156849223696	Beaumont	America/Los_Angeles
US	9274944136250	Morningside Heights	America/New_York
IN	0219415612115	Pilkhua	Asia/Kolkata
BD	3607761848147	Kushtia	Asia/Dhaka
US	5116813065091	Norwalk	America/New_York
JP	4400113664759	Komono	Asia/Tokyo
CN	0201186646314	Foshan	Asia/Shanghai
CN	2824988091441	Beidao	Asia/Shanghai
AU	5508995305056	Carindale	Australia/Brisbane
CN	0598154164346	Yingkou	Asia/Shanghai
AR	0861711974451	Pontevedra	America/Argentina/Buenos_Aires
US	3105522579502	Fitchburg	America/New_York
PL	7707760306504	Brzeg	Europe/Warsaw
US	1830235652984	Coralville	America/Chicago
AR	9818802897725	Esperanza	America/Argentina/Cordoba
BR	1442574470770	Nova Xavantina	America/Cuiaba
UZ	3312296620624	Parkent	Asia/Tashkent
BR	6730268823854	Alfenas	America/Sao_Paulo
MX	4323861327861	Jocotepec	America/Mexico_City
CZ	6311567429468	Karlovy Vary	Europe/Prague
DE	5671084491425	Bretten	Europe/Berlin
NL	5644196291566	Oldenzaal	Europe/Amsterdam
CU	9878152566580	Corralillo	America/Havana
CN	8323470892329	Ulanhot	Asia/Shanghai
RU	1523380538325	Sharypovo	Asia/Krasnoyarsk
IT	2254874936103	Falconara Marittima	Europe/Rome
RU	1389164366924	Shushary	Europe/Moscow
KZ	2377699633047	Zaysan	Asia/Almaty
US	2796783699118	New Canaan	America/New_York
LY	1300269749207	Ghat	Africa/Tripoli
AR	4990079028431	Aguilares	America/Argentina/Tucuman
JP	7017360910996	Fujioka	Asia/Tokyo
US	4095780936539	Troutdale	America/Los_Angeles
IN	6414625614452	Manjeri	Asia/Kolkata
PH	8099487675568	Burgos	Asia/Manila
AU	6630293409118	Wheelers Hill	Australia/Melbourne
HT	0395433301603	Croix-des-Bouquets	America/Port-au-Prince
PA	5630451758950	Chilibre	America/Panama
US	0104882606012	Indio	America/Los_Angeles
MK	0119408269671	Bogovinje	Europe/Skopje
ME	1821813510895	Budva	Europe/Podgorica
CN	9600773742117	Sishui	Asia/Shanghai
CN	0553508742311	Shaowu	Asia/Shanghai
PH	5753145192578	Santa Catalina	Asia/Manila
IT	6561229532566	Bisceglie	Europe/Rome
MX	9804056390648	Tuxtla	America/Mexico_City
IN	6658418727251	Davangere	Asia/Kolkata
ID	2033346136780	Kediri	Asia/Jakarta
TZ	8283246974959	Nyangao	Africa/Dar_es_Salaam
US	4309106992421	Cypress Hills	America/New_York
TR	5974651122174	Mardin	Europe/Istanbul
US	5785735287234	Lexington	America/New_York
FR	7772676939993	Elbeuf	Europe/Paris
IT	5565937660789	Agrigento	Europe/Rome
US	0729626598561	Punta Gorda Isles	America/New_York
IE	4304577904683	Athlone	Europe/Dublin
EC	2557988519355	Cuenca	America/Guayaquil
RU	1416220883696	Izluchinsk	Asia/Yekaterinburg
DE	4030690256322	Reutlingen	Europe/Berlin
GB	3516375452490	Winsford	Europe/London
NL	5371103243454	Culemborg	Europe/Amsterdam
CM	7891922353502	Tonga	Africa/Douala
US	3133553395617	Westchester	America/Chicago
GB	7573069336937	Hartley	Europe/London
DO	3959520782095	Santa Cruz de Barahona	America/Santo_Domingo
CU	9826122040370	Boyeros	America/Havana
JP	9933157331004	Gero	Asia/Tokyo
US	0253023312593	Rolla	America/Chicago
RU	3969772408858	Solntsevo	Europe/Moscow
BE	8069569709191	Mouscron	Europe/Brussels
DE	1719769817970	Walsrode	Europe/Berlin
US	4312050193905	Fitchburg	America/New_York
IT	1817798999923	Ragusa	Europe/Rome
PK	5488785889952	Larkana	Asia/Karachi
ES	7449038767050	San Fernando de Henares	Europe/Madrid
KZ	7448303136898	Zaysan	Asia/Almaty
CO	3059458717432	San Carlos	America/Bogota
DE	1210367541125	Marburg an der Lahn	Europe/Berlin
RU	7406607797849	Lesosibirsk	Asia/Krasnoyarsk
BG	8114154068327	Aytos	Europe/Sofia
CA	4466603009431	Sydney	America/Glace_Bay
IN	6917536982363	Gariadhar	Asia/Kolkata
CN	8050168838610	Dongfeng	Asia/Shanghai
MX	5764595441598	Acayucan	America/Mexico_City
US	0095716784849	South Lawndale	America/Chicago
TH	2540178521061	Kantharalak	Asia/Bangkok
EG	0475430983139	Alexandria	Africa/Cairo
BR	9503552657209	Soledade	America/Sao_Paulo
US	6526738930814	Iron River	America/Menominee
US	7781226939086	Schererville	America/Chicago
IT	4094077450673	Montecchio Maggiore-Alte Ceccato	Europe/Rome
NL	3372490880576	Schiebroek	Europe/Amsterdam
IT	6649237496879	Bisceglie	Europe/Rome
KR	1198840139161	Hongseong	Asia/Seoul
US	5919780110074	Beaumont	America/Los_Angeles
CN	8778387456568	Yingkou	Asia/Shanghai
CO	2214674077109	Honda	America/Bogota
GB	8441018672803	Rutherglen	Europe/London
NO	1626421026505	Harstad	Europe/Oslo
MX	4279629234882	Casa Blanca	America/Mexico_City
GB	8480598362032	Chapletown	Europe/London
NO	3013862578713	Harstad	Europe/Oslo
CN	6716788181568	Dongfeng	Asia/Shanghai
US	5564586716427	Pleasant Prairie	America/Chicago
UY	4288081850271	Durazno	America/Montevideo
PA	6783158375339	Veracruz	America/Panama
IT	4180635087938	Francavilla Fontana	Europe/Rome
US	1464626631953	Ken Caryl	America/Denver
IT	1008366505466	Ariccia	Europe/Rome
IT	5057409795568	Misterbianco	Europe/Rome
BR	8425385917590	Tucano	America/Bahia
DE	7181080676941	Losheim	Europe/Berlin
US	0610879168765	Shreveport	America/Chicago
BE	9556180237589	Wevelgem	Europe/Brussels
DE	0350145929231	Halstenbek	Europe/Berlin
US	4694178102558	Jersey City	America/New_York
DE	9811504035495	Hermsdorf	Europe/Berlin
TR	8052882903391	Edremit	Europe/Istanbul
ID	6176282444536	Kudus	Asia/Jakarta
PT	4792474903555	Ponta Delgada	Atlantic/Azores
GB	5439085541880	Devizes	Europe/London
DZ	1155988854967	Beni Douala	Africa/Algiers
IN	5431534398045	Gorakhpur	Asia/Kolkata
US	8527316478672	San Gabriel	America/Los_Angeles
MX	2556054364127	Oaxaca	America/Mexico_City
BR	5920680912668	Recife	America/Recife
BR	9306482580179	Guapimirim	America/Sao_Paulo
ID	7667270457199	Sukabumi	Asia/Jakarta
JP	4894684811368	Ueno-ebisumachi	Asia/Tokyo
RU	3764268483810	Mikhaylovka	Europe/Volgograd
PH	7628572677647	Guyong	Asia/Manila
IN	6764259085532	Teghra	Asia/Kolkata
US	2239493254449	Indio	America/Los_Angeles
US	3792149047264	Kensington	America/New_York
IN	7337232525142	Meerut	Asia/Kolkata
AU	2828420053486	Eastwood	Australia/Sydney
US	6310849188833	Brenham	America/Chicago
CN	6446439403496	Dongfeng	Asia/Shanghai
US	0658695261734	Acworth	America/New_York
GE	1169958124059	Kobuleti	Asia/Tbilisi
US	2273269338100	Greenfield	America/Indiana/Indianapolis
US	9075266729553	Greenville	America/Chicago
PK	4748098042385	Alipur	Asia/Karachi
